Start,Meter,kWh,kW
1/29/2025 16:00,Meter #80395501 - On-Peak,0.27,1.09
1/29/2025 16:15,Meter #80395501 - On-Peak,0.32,1.29
1/29/2025 16:30,Meter #80395501 - On-Peak,0.3,1.2
1/29/2025 16:45,Meter #80395501 - On-Peak,0.81,3.24
1/29/2025 17:00,Meter #80395501 - On-Peak,0.85,3.4
1/29/2025 17:15,Meter #80395501 - On-Peak,0.88,3.52
1/29/2025 17:30,Meter #80395501 - On-Peak,0.76,3.05
1/29/2025 17:45,Meter #80395501 - On-Peak,0.73,2.92
1/29/2025 18:00,Meter #80395501 - On-Peak,0.76,3.05
1/29/2025 18:15,Meter #80395501 - On-Peak,0.86,3.42
1/29/2025 18:30,Meter #80395501 - On-Peak,0.78,3.13
1/29/2025 18:45,Meter #80395501 - On-Peak,0.55,2.2
1/29/2025 19:00,Meter #80395501 - Off-Peak,0.55,2.19
1/29/2025 19:15,Meter #80395501 - Off-Peak,0.46,1.85
1/29/2025 19:30,Meter #80395501 - Off-Peak,0.31,1.26
1/29/2025 19:45,Meter #80395501 - Off-Peak,0.48,1.93
1/29/2025 20:00,Meter #80395501 - Off-Peak,0.85,3.39
1/29/2025 20:15,Meter #80395501 - Off-Peak,0.82,3.27
1/29/2025 20:30,Meter #80395501 - Off-Peak,0.85,3.41
1/29/2025 20:45,Meter #80395501 - Off-Peak,0.81,3.25
1/29/2025 21:00,Meter #80395501 - Off-Peak,0.85,3.39
1/29/2025 21:15,Meter #80395501 - Off-Peak,0.84,3.37
1/29/2025 21:30,Meter #80395501 - Off-Peak,0.84,3.35
1/29/2025 21:45,Meter #80395501 - Off-Peak,0.82,3.29
1/29/2025 22:00,Meter #80395501 - Off-Peak,0.84,3.37
1/29/2025 22:15,Meter #80395501 - Off-Peak,1.01,4.03
1/29/2025 22:30,Meter #80395501 - Off-Peak,0.57,2.29
1/29/2025 22:45,Meter #80395501 - Off-Peak,0.46,1.83
1/29/2025 23:00,Meter #80395501 - Off-Peak,0.86,3.44
1/29/2025 23:15,Meter #80395501 - Off-Peak,0.83,3.33
1/29/2025 23:30,Meter #80395501 - Off-Peak,1.09,4.36
1/29/2025 23:45,Meter #80395501 - Off-Peak,1.04,4.17
1/30/2025 0:00,Meter #80395501 - Off-Peak,0.93,3.74
1/30/2025 0:15,Meter #80395501 - Off-Peak,0.97,3.9
1/30/2025 0:30,Meter #80395501 - Off-Peak,0.99,3.95
1/30/2025 0:45,Meter #80395501 - Off-Peak,0.95,3.82
1/30/2025 1:00,Meter #80395501 - Off-Peak,0.96,3.85
1/30/2025 1:15,Meter #80395501 - Off-Peak,0.93,3.73
1/30/2025 1:30,Meter #80395501 - Off-Peak,0.99,3.96
1/30/2025 1:45,Meter #80395501 - Off-Peak,0.98,3.93
1/30/2025 2:00,Meter #80395501 - Off-Peak,0.99,3.95
1/30/2025 2:15,Meter #80395501 - Off-Peak,1.03,4.14
1/30/2025 2:30,Meter #80395501 - Off-Peak,1.01,4.03
1/30/2025 2:45,Meter #80395501 - Off-Peak,1.1,4.39
1/30/2025 3:00,Meter #80395501 - Off-Peak,1.08,4.33
1/30/2025 3:15,Meter #80395501 - Off-Peak,1.05,4.18
1/30/2025 3:30,Meter #80395501 - Off-Peak,0.9,3.58
1/30/2025 3:45,Meter #80395501 - Off-Peak,0.83,3.33
1/30/2025 4:00,Meter #80395501 - Off-Peak,0.86,3.45
1/30/2025 4:15,Meter #80395501 - Off-Peak,1.01,4.04
1/30/2025 4:30,Meter #80395501 - Off-Peak,1.05,4.18
1/30/2025 4:45,Meter #80395501 - Off-Peak,1.05,4.21
1/30/2025 5:00,Meter #80395501 - Off-Peak,1.08,4.3
1/30/2025 5:15,Meter #80395501 - Off-Peak,1.01,4.06
1/30/2025 5:30,Meter #80395501 - Off-Peak,0.9,3.59
1/30/2025 5:45,Meter #80395501 - Off-Peak,0.87,3.47
1/30/2025 6:00,Meter #80395501 - Off-Peak,0.89,3.56
1/30/2025 6:15,Meter #80395501 - Off-Peak,1.01,4.03
1/30/2025 6:30,Meter #80395501 - Off-Peak,1.09,4.37
1/30/2025 6:45,Meter #80395501 - Off-Peak,1.05,4.19
1/30/2025 7:00,Meter #80395501 - Off-Peak,1.1,4.4
1/30/2025 7:15,Meter #80395501 - Off-Peak,1.06,4.23
1/30/2025 7:30,Meter #80395501 - Off-Peak,1.21,4.82
1/30/2025 7:45,Meter #80395501 - Off-Peak,1.19,4.78
1/30/2025 8:00,Meter #80395501 - Off-Peak,1.05,4.21
1/30/2025 8:15,Meter #80395501 - Off-Peak,1.07,4.28
1/30/2025 8:30,Meter #80395501 - Off-Peak,0.89,3.54
1/30/2025 8:45,Meter #80395501 - Off-Peak,0.85,3.42
1/30/2025 9:00,Meter #80395501 - Off-Peak,0.92,3.66
1/30/2025 9:15,Meter #80395501 - Off-Peak,1.06,4.24
1/30/2025 9:30,Meter #80395501 - Off-Peak,1.04,4.17
1/30/2025 9:45,Meter #80395501 - Off-Peak,0.89,3.55
1/30/2025 10:00,Meter #80395501 - Off-Peak,0.85,3.41
1/30/2025 10:15,Meter #80395501 - Off-Peak,0.84,3.36
1/30/2025 10:30,Meter #80395501 - Off-Peak,0.9,3.62
1/30/2025 10:45,Meter #80395501 - Off-Peak,0.89,3.56
1/30/2025 11:00,Meter #80395501 - Off-Peak,0.94,3.75
1/30/2025 11:15,Meter #80395501 - Off-Peak,0.89,3.56
1/30/2025 11:30,Meter #80395501 - Off-Peak,0.92,3.67
1/30/2025 11:45,Meter #80395501 - Off-Peak,0.89,3.57
1/30/2025 12:00,Meter #80395501 - Off-Peak,0.88,3.53
1/30/2025 12:15,Meter #80395501 - Off-Peak,0.89,3.57
1/30/2025 12:30,Meter #80395501 - Off-Peak,0.91,3.63
1/30/2025 12:45,Meter #80395501 - Off-Peak,0.87,3.48
1/30/2025 13:00,Meter #80395501 - Off-Peak,1.35,5.41
1/30/2025 13:15,Meter #80395501 - Off-Peak,1.41,5.66
1/30/2025 13:30,Meter #80395501 - Off-Peak,1.16,4.63
1/30/2025 13:45,Meter #80395501 - Off-Peak,1.11,4.43
1/30/2025 14:00,Meter #80395501 - Off-Peak,1.15,4.6
1/30/2025 14:15,Meter #80395501 - Off-Peak,1.39,5.57
1/30/2025 14:30,Meter #80395501 - Off-Peak,1.2,4.81
1/30/2025 14:45,Meter #80395501 - Off-Peak,1,3.99
1/30/2025 15:00,Meter #80395501 - On-Peak,0.9,3.59
1/30/2025 15:15,Meter #80395501 - On-Peak,0.43,1.72
1/30/2025 15:30,Meter #80395501 - On-Peak,0.33,1.3
1/30/2025 15:45,Meter #80395501 - On-Peak,0.28,1.12
1/30/2025 16:00,Meter #80395501 - On-Peak,0.36,1.43
1/30/2025 16:15,Meter #80395501 - On-Peak,0.63,2.52
1/30/2025 16:30,Meter #80395501 - On-Peak,1.14,4.55
1/30/2025 16:45,Meter #80395501 - On-Peak,1.16,4.64
1/30/2025 17:00,Meter #80395501 - On-Peak,0.94,3.78
1/30/2025 17:15,Meter #80395501 - On-Peak,0.92,3.67
1/30/2025 17:30,Meter #80395501 - On-Peak,0.93,3.72
1/30/2025 17:45,Meter #80395501 - On-Peak,0.91,3.63
1/30/2025 18:00,Meter #80395501 - On-Peak,0.88,3.51
1/30/2025 18:15,Meter #80395501 - On-Peak,0.84,3.36
1/30/2025 18:30,Meter #80395501 - On-Peak,0.84,3.36
1/30/2025 18:45,Meter #80395501 - On-Peak,0.86,3.42
1/30/2025 19:00,Meter #80395501 - Off-Peak,0.89,3.56
1/30/2025 19:15,Meter #80395501 - Off-Peak,0.94,3.75
1/30/2025 19:30,Meter #80395501 - Off-Peak,0.92,3.7
1/30/2025 19:45,Meter #80395501 - Off-Peak,0.82,3.3
1/30/2025 20:00,Meter #80395501 - Off-Peak,0.93,3.73
1/30/2025 20:15,Meter #80395501 - Off-Peak,1.01,4.04
1/30/2025 20:30,Meter #80395501 - Off-Peak,0.81,3.23
1/30/2025 20:45,Meter #80395501 - Off-Peak,0.81,3.23
1/30/2025 21:00,Meter #80395501 - Off-Peak,0.78,3.12
1/30/2025 21:15,Meter #80395501 - Off-Peak,0.81,3.24
1/30/2025 21:30,Meter #80395501 - Off-Peak,0.76,3.04
1/30/2025 21:45,Meter #80395501 - Off-Peak,0.88,3.51
1/30/2025 22:00,Meter #80395501 - Off-Peak,0.87,3.48
1/30/2025 22:15,Meter #80395501 - Off-Peak,0.88,3.5
1/30/2025 22:30,Meter #80395501 - Off-Peak,0.89,3.55
1/30/2025 22:45,Meter #80395501 - Off-Peak,0.44,1.77
1/30/2025 23:00,Meter #80395501 - Off-Peak,0.31,1.23
1/30/2025 23:15,Meter #80395501 - Off-Peak,0.67,2.66
1/30/2025 23:30,Meter #80395501 - Off-Peak,0.88,3.51
1/30/2025 23:45,Meter #80395501 - Off-Peak,0.67,2.69
1/31/2025 0:00,Meter #80395501 - Off-Peak,0.24,0.95
1/31/2025 0:15,Meter #80395501 - Off-Peak,0.21,0.86
1/31/2025 0:30,Meter #80395501 - Off-Peak,0.55,2.19
1/31/2025 0:45,Meter #80395501 - Off-Peak,0.79,3.15
1/31/2025 1:00,Meter #80395501 - Off-Peak,0.78,3.11
1/31/2025 1:15,Meter #80395501 - Off-Peak,0.82,3.27
1/31/2025 1:30,Meter #80395501 - Off-Peak,0.82,3.3
1/31/2025 1:45,Meter #80395501 - Off-Peak,0.83,3.33
1/31/2025 2:00,Meter #80395501 - Off-Peak,0.61,2.44
1/31/2025 2:15,Meter #80395501 - Off-Peak,0.26,1.05
1/31/2025 2:30,Meter #80395501 - Off-Peak,0.73,2.93
1/31/2025 2:45,Meter #80395501 - Off-Peak,0.81,3.24
1/31/2025 3:00,Meter #80395501 - Off-Peak,0.86,3.42
1/31/2025 3:15,Meter #80395501 - Off-Peak,0.82,3.3
1/31/2025 3:30,Meter #80395501 - Off-Peak,0.86,3.43
1/31/2025 3:45,Meter #80395501 - Off-Peak,0.84,3.36
1/31/2025 4:00,Meter #80395501 - Off-Peak,0.85,3.42
1/31/2025 4:15,Meter #80395501 - Off-Peak,0.65,2.61
1/31/2025 4:30,Meter #80395501 - Off-Peak,0.28,1.13
1/31/2025 4:45,Meter #80395501 - Off-Peak,0.55,2.2
1/31/2025 5:00,Meter #80395501 - Off-Peak,0.86,3.44
1/31/2025 5:15,Meter #80395501 - Off-Peak,0.88,3.53
1/31/2025 5:30,Meter #80395501 - Off-Peak,0.83,3.3
1/31/2025 5:45,Meter #80395501 - Off-Peak,0.91,3.64
1/31/2025 6:00,Meter #80395501 - Off-Peak,0.86,3.46
1/31/2025 6:15,Meter #80395501 - Off-Peak,0.91,3.64
1/31/2025 6:30,Meter #80395501 - Off-Peak,0.93,3.71
1/31/2025 6:45,Meter #80395501 - Off-Peak,0.51,2.02
1/31/2025 7:00,Meter #80395501 - Off-Peak,0.37,1.47
1/31/2025 7:15,Meter #80395501 - Off-Peak,0.56,2.25
1/31/2025 7:30,Meter #80395501 - Off-Peak,0.92,3.7
1/31/2025 7:45,Meter #80395501 - Off-Peak,0.87,3.48
1/31/2025 8:00,Meter #80395501 - Off-Peak,1.05,4.2
1/31/2025 8:15,Meter #80395501 - Off-Peak,0.9,3.62
1/31/2025 8:30,Meter #80395501 - Off-Peak,0.83,3.32
1/31/2025 8:45,Meter #80395501 - Off-Peak,0.51,2.03
1/31/2025 9:00,Meter #80395501 - Off-Peak,0.28,1.12
1/31/2025 9:15,Meter #80395501 - Off-Peak,0.35,1.4
1/31/2025 9:30,Meter #80395501 - Off-Peak,0.85,3.41
1/31/2025 9:45,Meter #80395501 - Off-Peak,0.84,3.38
1/31/2025 10:00,Meter #80395501 - Off-Peak,0.82,3.29
1/31/2025 10:15,Meter #80395501 - Off-Peak,0.73,2.92
1/31/2025 10:30,Meter #80395501 - Off-Peak,0.27,1.09
1/31/2025 10:45,Meter #80395501 - Off-Peak,0.29,1.14
1/31/2025 11:00,Meter #80395501 - Off-Peak,0.8,3.19
1/31/2025 11:15,Meter #80395501 - Off-Peak,0.82,3.27
1/31/2025 11:30,Meter #80395501 - Off-Peak,0.85,3.4
1/31/2025 11:45,Meter #80395501 - Off-Peak,0.84,3.35
1/31/2025 12:00,Meter #80395501 - Off-Peak,0.46,1.85
1/31/2025 12:15,Meter #80395501 - Off-Peak,0.39,1.56
1/31/2025 12:30,Meter #80395501 - Off-Peak,0.52,2.09
1/31/2025 12:45,Meter #80395501 - Off-Peak,0.93,3.72
1/31/2025 13:00,Meter #80395501 - Off-Peak,1.13,4.51
1/31/2025 13:15,Meter #80395501 - Off-Peak,1.15,4.59
1/31/2025 13:30,Meter #80395501 - Off-Peak,0.9,3.61
1/31/2025 13:45,Meter #80395501 - Off-Peak,0.52,2.09
1/31/2025 14:00,Meter #80395501 - Off-Peak,0.35,1.39
1/31/2025 14:15,Meter #80395501 - Off-Peak,0.58,2.31
1/31/2025 14:30,Meter #80395501 - Off-Peak,0.82,3.27
1/31/2025 14:45,Meter #80395501 - Off-Peak,0.83,3.31
1/31/2025 15:00,Meter #80395501 - On-Peak,0.82,3.3
1/31/2025 15:15,Meter #80395501 - On-Peak,0.89,3.55
1/31/2025 15:30,Meter #80395501 - On-Peak,0.82,3.27
1/31/2025 15:45,Meter #80395501 - On-Peak,0.28,1.13
1/31/2025 16:00,Meter #80395501 - On-Peak,0.25,1.01
1/31/2025 16:15,Meter #80395501 - On-Peak,0.28,1.12
1/31/2025 16:30,Meter #80395501 - On-Peak,0.65,2.6
1/31/2025 16:45,Meter #80395501 - On-Peak,0.83,3.31
1/31/2025 17:00,Meter #80395501 - On-Peak,0.9,3.61
1/31/2025 17:15,Meter #80395501 - On-Peak,0.84,3.35
1/31/2025 17:30,Meter #80395501 - On-Peak,0.83,3.32
1/31/2025 17:45,Meter #80395501 - On-Peak,0.59,2.34
1/31/2025 18:00,Meter #80395501 - On-Peak,0.27,1.09
1/31/2025 18:15,Meter #80395501 - On-Peak,0.44,1.78
1/31/2025 18:30,Meter #80395501 - On-Peak,0.61,2.44
1/31/2025 18:45,Meter #80395501 - On-Peak,0.99,3.94
1/31/2025 19:00,Meter #80395501 - Off-Peak,0.9,3.62
1/31/2025 19:15,Meter #80395501 - Off-Peak,0.85,3.41
1/31/2025 19:30,Meter #80395501 - Off-Peak,0.36,1.43
1/31/2025 19:45,Meter #80395501 - Off-Peak,0.34,1.37
1/31/2025 20:00,Meter #80395501 - Off-Peak,0.74,2.96
1/31/2025 20:15,Meter #80395501 - Off-Peak,1,4
1/31/2025 20:30,Meter #80395501 - Off-Peak,0.92,3.67
1/31/2025 20:45,Meter #80395501 - Off-Peak,0.8,3.2
1/31/2025 21:00,Meter #80395501 - Off-Peak,0.35,1.41
1/31/2025 21:15,Meter #80395501 - Off-Peak,0.33,1.32
1/31/2025 21:30,Meter #80395501 - Off-Peak,0.4,1.62
1/31/2025 21:45,Meter #80395501 - Off-Peak,0.86,3.46
1/31/2025 22:00,Meter #80395501 - Off-Peak,0.83,3.32
1/31/2025 22:15,Meter #80395501 - Off-Peak,0.8,3.22
1/31/2025 22:30,Meter #80395501 - Off-Peak,0.49,1.98
1/31/2025 22:45,Meter #80395501 - Off-Peak,0.22,0.87
1/31/2025 23:00,Meter #80395501 - Off-Peak,0.3,1.21
1/31/2025 23:15,Meter #80395501 - Off-Peak,0.76,3.02
1/31/2025 23:30,Meter #80395501 - Off-Peak,0.81,3.25
1/31/2025 23:45,Meter #80395501 - Off-Peak,0.85,3.38
2/1/2025 0:00,Meter #80395501 - Off-Peak,0.8,3.19
2/1/2025 0:15,Meter #80395501 - Off-Peak,0.74,2.96
2/1/2025 0:30,Meter #80395501 - Off-Peak,0.78,3.12
2/1/2025 0:45,Meter #80395501 - Off-Peak,0.29,1.17
2/1/2025 1:00,Meter #80395501 - Off-Peak,0.24,0.96
2/1/2025 1:15,Meter #80395501 - Off-Peak,0.54,2.15
2/1/2025 1:30,Meter #80395501 - Off-Peak,0.84,3.35
2/1/2025 1:45,Meter #80395501 - Off-Peak,0.78,3.14
2/1/2025 2:00,Meter #80395501 - Off-Peak,0.75,3.01
2/1/2025 2:15,Meter #80395501 - Off-Peak,0.76,3.05
2/1/2025 2:30,Meter #80395501 - Off-Peak,0.38,1.52
2/1/2025 2:45,Meter #80395501 - Off-Peak,0.21,0.83
2/1/2025 3:00,Meter #80395501 - Off-Peak,0.27,1.07
2/1/2025 3:15,Meter #80395501 - Off-Peak,0.21,0.83
2/1/2025 3:30,Meter #80395501 - Off-Peak,0.74,2.95
2/1/2025 3:45,Meter #80395501 - Off-Peak,0.78,3.12
2/1/2025 4:00,Meter #80395501 - Off-Peak,0.78,3.11
2/1/2025 4:15,Meter #80395501 - Off-Peak,0.87,3.48
2/1/2025 4:30,Meter #80395501 - Off-Peak,0.76,3.04
2/1/2025 4:45,Meter #80395501 - Off-Peak,0.21,0.83
2/1/2025 5:00,Meter #80395501 - Off-Peak,0.25,1
2/1/2025 5:15,Meter #80395501 - Off-Peak,0.38,1.52
2/1/2025 5:30,Meter #80395501 - Off-Peak,0.76,3.05
2/1/2025 5:45,Meter #80395501 - Off-Peak,0.77,3.07
2/1/2025 6:00,Meter #80395501 - Off-Peak,0.85,3.41
2/1/2025 6:15,Meter #80395501 - Off-Peak,0.76,3.05
2/1/2025 6:30,Meter #80395501 - Off-Peak,0.78,3.13
2/1/2025 6:45,Meter #80395501 - Off-Peak,0.85,3.42
2/1/2025 7:00,Meter #80395501 - Off-Peak,0.63,2.54
2/1/2025 7:15,Meter #80395501 - Off-Peak,0.29,1.17
2/1/2025 7:30,Meter #80395501 - Off-Peak,0.3,1.22
2/1/2025 7:45,Meter #80395501 - Off-Peak,0.49,1.94
2/1/2025 8:00,Meter #80395501 - Off-Peak,0.97,3.89
2/1/2025 8:15,Meter #80395501 - Off-Peak,0.85,3.41
2/1/2025 8:30,Meter #80395501 - Off-Peak,0.76,3.03
2/1/2025 8:45,Meter #80395501 - Off-Peak,0.82,3.28
2/1/2025 9:00,Meter #80395501 - Off-Peak,0.78,3.1
2/1/2025 9:15,Meter #80395501 - Off-Peak,0.79,3.18
2/1/2025 9:30,Meter #80395501 - Off-Peak,0.85,3.4
2/1/2025 9:45,Meter #80395501 - Off-Peak,0.5,1.99
2/1/2025 10:00,Meter #80395501 - Off-Peak,0.28,1.13
2/1/2025 10:15,Meter #80395501 - Off-Peak,0.31,1.25
2/1/2025 10:30,Meter #80395501 - Off-Peak,0.69,2.75
2/1/2025 10:45,Meter #80395501 - Off-Peak,0.77,3.09
2/1/2025 11:00,Meter #80395501 - Off-Peak,0.83,3.34
2/1/2025 11:15,Meter #80395501 - Off-Peak,0.78,3.11
2/1/2025 11:30,Meter #80395501 - Off-Peak,0.75,3.02
2/1/2025 11:45,Meter #80395501 - Off-Peak,0.83,3.32
2/1/2025 12:00,Meter #80395501 - Off-Peak,0.87,3.47
2/1/2025 12:15,Meter #80395501 - Off-Peak,0.82,3.29
2/1/2025 12:30,Meter #80395501 - Off-Peak,0.78,3.13
2/1/2025 12:45,Meter #80395501 - Off-Peak,0.8,3.19
2/1/2025 13:00,Meter #80395501 - Off-Peak,0.64,2.54
2/1/2025 13:15,Meter #80395501 - Off-Peak,0.27,1.08
2/1/2025 13:30,Meter #80395501 - Off-Peak,0.42,1.69
2/1/2025 13:45,Meter #80395501 - Off-Peak,0.85,3.4
2/1/2025 14:00,Meter #80395501 - Off-Peak,0.84,3.37
2/1/2025 14:15,Meter #80395501 - Off-Peak,0.84,3.37
2/1/2025 14:30,Meter #80395501 - Off-Peak,0.83,3.34
2/1/2025 14:45,Meter #80395501 - Off-Peak,0.61,2.43
2/1/2025 15:00,Meter #80395501 - Off-Peak,0.22,0.88
2/1/2025 15:15,Meter #80395501 - Off-Peak,0.3,1.22
2/1/2025 15:30,Meter #80395501 - Off-Peak,0.84,3.35
2/1/2025 15:45,Meter #80395501 - Off-Peak,0.85,3.38
2/1/2025 16:00,Meter #80395501 - Off-Peak,0.87,3.46
2/1/2025 16:15,Meter #80395501 - Off-Peak,0.81,3.22
2/1/2025 16:30,Meter #80395501 - Off-Peak,0.74,2.94
2/1/2025 16:45,Meter #80395501 - Off-Peak,0.74,2.98
2/1/2025 17:00,Meter #80395501 - Off-Peak,0.83,3.32
2/1/2025 17:15,Meter #80395501 - Off-Peak,0.5,1.99
2/1/2025 17:30,Meter #80395501 - Off-Peak,0.29,1.14
2/1/2025 17:45,Meter #80395501 - Off-Peak,0.87,3.47
2/1/2025 18:00,Meter #80395501 - Off-Peak,0.98,3.9
2/1/2025 18:15,Meter #80395501 - Off-Peak,0.96,3.85
2/1/2025 18:30,Meter #80395501 - Off-Peak,0.97,3.9
2/1/2025 18:45,Meter #80395501 - Off-Peak,1.08,4.32
2/1/2025 19:00,Meter #80395501 - Off-Peak,1.26,5.03
2/1/2025 19:15,Meter #80395501 - Off-Peak,1.2,4.79
2/1/2025 19:30,Meter #80395501 - Off-Peak,0.99,3.94
2/1/2025 19:45,Meter #80395501 - Off-Peak,0.97,3.88
2/1/2025 20:00,Meter #80395501 - Off-Peak,0.93,3.7
2/1/2025 20:15,Meter #80395501 - Off-Peak,0.85,3.4
2/1/2025 20:30,Meter #80395501 - Off-Peak,0.85,3.38
2/1/2025 20:45,Meter #80395501 - Off-Peak,1,4
2/1/2025 21:00,Meter #80395501 - Off-Peak,1.04,4.18
2/1/2025 21:15,Meter #80395501 - Off-Peak,1.08,4.31
2/1/2025 21:30,Meter #80395501 - Off-Peak,1.08,4.33
2/1/2025 21:45,Meter #80395501 - Off-Peak,0.97,3.87
2/1/2025 22:00,Meter #80395501 - Off-Peak,0.87,3.48
2/1/2025 22:15,Meter #80395501 - Off-Peak,0.85,3.39
2/1/2025 22:30,Meter #80395501 - Off-Peak,1.02,4.06
2/1/2025 22:45,Meter #80395501 - Off-Peak,1.05,4.19
2/1/2025 23:00,Meter #80395501 - Off-Peak,1.05,4.22
2/1/2025 23:15,Meter #80395501 - Off-Peak,1.02,4.09
2/1/2025 23:30,Meter #80395501 - Off-Peak,1.07,4.27
2/1/2025 23:45,Meter #80395501 - Off-Peak,1.08,4.34
2/2/2025 0:00,Meter #80395501 - Off-Peak,1.09,4.35
2/2/2025 0:15,Meter #80395501 - Off-Peak,1.05,4.22
2/2/2025 0:30,Meter #80395501 - Off-Peak,1.08,4.33
2/2/2025 0:45,Meter #80395501 - Off-Peak,1.12,4.5
2/2/2025 1:00,Meter #80395501 - Off-Peak,1.08,4.34
2/2/2025 1:15,Meter #80395501 - Off-Peak,1.06,4.26
2/2/2025 1:30,Meter #80395501 - Off-Peak,1.04,4.16
2/2/2025 1:45,Meter #80395501 - Off-Peak,1.07,4.27
2/2/2025 2:00,Meter #80395501 - Off-Peak,1.1,4.4
2/2/2025 2:15,Meter #80395501 - Off-Peak,1.08,4.32
2/2/2025 2:30,Meter #80395501 - Off-Peak,1.16,4.62
2/2/2025 2:45,Meter #80395501 - Off-Peak,1.21,4.85
2/2/2025 3:00,Meter #80395501 - Off-Peak,1.2,4.8
2/2/2025 3:15,Meter #80395501 - Off-Peak,0.96,3.84
2/2/2025 3:30,Meter #80395501 - Off-Peak,0.54,2.14
2/2/2025 3:45,Meter #80395501 - Off-Peak,0.54,2.16
2/2/2025 4:00,Meter #80395501 - Off-Peak,0.53,2.14
2/2/2025 4:15,Meter #80395501 - Off-Peak,0.56,2.22
2/2/2025 4:30,Meter #80395501 - Off-Peak,0.58,2.3
2/2/2025 4:45,Meter #80395501 - Off-Peak,0.57,2.28
2/2/2025 5:00,Meter #80395501 - Off-Peak,0.58,2.32
2/2/2025 5:15,Meter #80395501 - Off-Peak,0.5,2.01
2/2/2025 5:30,Meter #80395501 - Off-Peak,0.43,1.7
2/2/2025 5:45,Meter #80395501 - Off-Peak,0.44,1.77
2/2/2025 6:00,Meter #80395501 - Off-Peak,0.43,1.74
2/2/2025 6:15,Meter #80395501 - Off-Peak,0.44,1.77
2/2/2025 6:30,Meter #80395501 - Off-Peak,0.44,1.76
2/2/2025 6:45,Meter #80395501 - Off-Peak,0.47,1.87
2/2/2025 7:00,Meter #80395501 - Off-Peak,0.4,1.6
2/2/2025 7:15,Meter #80395501 - Off-Peak,0.32,1.27
2/2/2025 7:30,Meter #80395501 - Off-Peak,0.94,3.77
2/2/2025 7:45,Meter #80395501 - Off-Peak,1.11,4.42
2/2/2025 8:00,Meter #80395501 - Off-Peak,1.1,4.42
2/2/2025 8:15,Meter #80395501 - Off-Peak,1.07,4.29
2/2/2025 8:30,Meter #80395501 - Off-Peak,1.09,4.35
2/2/2025 8:45,Meter #80395501 - Off-Peak,1.08,4.31
2/2/2025 9:00,Meter #80395501 - Off-Peak,1.1,4.41
2/2/2025 9:15,Meter #80395501 - Off-Peak,1.05,4.21
2/2/2025 9:30,Meter #80395501 - Off-Peak,0.88,3.52
2/2/2025 9:45,Meter #80395501 - Off-Peak,0.9,3.62
2/2/2025 10:00,Meter #80395501 - Off-Peak,0.89,3.54
2/2/2025 10:15,Meter #80395501 - Off-Peak,0.9,3.59
2/2/2025 10:30,Meter #80395501 - Off-Peak,0.87,3.48
2/2/2025 10:45,Meter #80395501 - Off-Peak,0.86,3.44
2/2/2025 11:00,Meter #80395501 - Off-Peak,0.87,3.49
2/2/2025 11:15,Meter #80395501 - Off-Peak,0.86,3.44
2/2/2025 11:30,Meter #80395501 - Off-Peak,0.85,3.41
2/2/2025 11:45,Meter #80395501 - Off-Peak,0.89,3.56
2/2/2025 12:00,Meter #80395501 - Off-Peak,0.9,3.59
2/2/2025 12:15,Meter #80395501 - Off-Peak,0.89,3.55
2/2/2025 12:30,Meter #80395501 - Off-Peak,0.87,3.47
2/2/2025 12:45,Meter #80395501 - Off-Peak,0.92,3.68
2/2/2025 13:00,Meter #80395501 - Off-Peak,0.88,3.51
2/2/2025 13:15,Meter #80395501 - Off-Peak,0.84,3.36
2/2/2025 13:30,Meter #80395501 - Off-Peak,0.84,3.38
2/2/2025 13:45,Meter #80395501 - Off-Peak,0.84,3.37
2/2/2025 14:00,Meter #80395501 - Off-Peak,0.83,3.34
2/2/2025 14:15,Meter #80395501 - Off-Peak,0.88,3.54
2/2/2025 14:30,Meter #80395501 - Off-Peak,0.87,3.5
2/2/2025 14:45,Meter #80395501 - Off-Peak,0.87,3.47
2/2/2025 15:00,Meter #80395501 - Off-Peak,0.85,3.41
2/2/2025 15:15,Meter #80395501 - Off-Peak,0.86,3.44
2/2/2025 15:30,Meter #80395501 - Off-Peak,0.87,3.48
2/2/2025 15:45,Meter #80395501 - Off-Peak,0.85,3.4
2/2/2025 16:00,Meter #80395501 - Off-Peak,0.84,3.36
2/2/2025 16:15,Meter #80395501 - Off-Peak,0.94,3.76
2/2/2025 16:30,Meter #80395501 - Off-Peak,0.94,3.75
2/2/2025 16:45,Meter #80395501 - Off-Peak,0.93,3.71
2/2/2025 17:00,Meter #80395501 - Off-Peak,0.95,3.81
2/2/2025 17:15,Meter #80395501 - Off-Peak,0.96,3.85
2/2/2025 17:30,Meter #80395501 - Off-Peak,0.99,3.97
2/2/2025 17:45,Meter #80395501 - Off-Peak,0.98,3.9
2/2/2025 18:00,Meter #80395501 - Off-Peak,0.95,3.82
2/2/2025 18:15,Meter #80395501 - Off-Peak,0.94,3.76
2/2/2025 18:30,Meter #80395501 - Off-Peak,0.94,3.77
2/2/2025 18:45,Meter #80395501 - Off-Peak,1.04,4.17
2/2/2025 19:00,Meter #80395501 - Off-Peak,0.99,3.96
2/2/2025 19:15,Meter #80395501 - Off-Peak,0.82,3.27
2/2/2025 19:30,Meter #80395501 - Off-Peak,0.87,3.48
2/2/2025 19:45,Meter #80395501 - Off-Peak,0.95,3.79
2/2/2025 20:00,Meter #80395501 - Off-Peak,0.93,3.71
