Start,Meter,kWh,kW
02/21/2025 4:45:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 5:00:00 PM,Meter #80395501 - On-Peak,0.81,3.22
02/21/2025 5:00:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 5:15:00 PM,Meter #80395501 - On-Peak,0.79,3.16
02/21/2025 5:15:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 5:30:00 PM,Meter #80395501 - On-Peak,1.14,4.55
02/21/2025 5:30:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 5:45:00 PM,Meter #80395501 - On-Peak,1.03,4.12
02/21/2025 5:45:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 6:00:00 PM,Meter #80395501 - On-Peak,0.84,3.34
02/21/2025 6:00:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 6:15:00 PM,Meter #80395501 - On-Peak,0.8,3.19
02/21/2025 6:15:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 6:30:00 PM,Meter #80395501 - On-Peak,0.98,3.91
02/21/2025 6:30:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 6:45:00 PM,Meter #80395501 - On-Peak,1,4.01
02/21/2025 6:45:00 PM,Meter #80395501g - On-Peak,0,
02/21/2025 7:00:00 PM,Meter #80395501 - Off-Peak,0.79,3.15
02/21/2025 7:00:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 7:15:00 PM,Meter #80395501 - Off-Peak,0.95,3.8
02/21/2025 7:15:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 7:30:00 PM,Meter #80395501 - Off-Peak,0.98,3.91
02/21/2025 7:30:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 7:45:00 PM,Meter #80395501 - Off-Peak,1.26,5.03
02/21/2025 7:45:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 8:00:00 PM,Meter #80395501 - Off-Peak,1.58,6.34
02/21/2025 8:00:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 8:15:00 PM,Meter #80395501 - Off-Peak,1.2,4.78
02/21/2025 8:15:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 8:30:00 PM,Meter #80395501 - Off-Peak,1,4.01
02/21/2025 8:30:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 8:45:00 PM,Meter #80395501 - Off-Peak,1.06,4.25
02/21/2025 8:45:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 9:00:00 PM,Meter #80395501 - Off-Peak,0.98,3.91
02/21/2025 9:00:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 9:15:00 PM,Meter #80395501 - Off-Peak,1.18,4.73
02/21/2025 9:15:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 9:30:00 PM,Meter #80395501 - Off-Peak,1.49,5.96
02/21/2025 9:30:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 9:45:00 PM,Meter #80395501 - Off-Peak,0.89,3.56
02/21/2025 9:45:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 10:00:00 PM,Meter #80395501 - Off-Peak,2.59,10.37
02/21/2025 10:00:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 10:15:00 PM,Meter #80395501 - Off-Peak,2.69,10.76
02/21/2025 10:15:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 10:30:00 PM,Meter #80395501 - Off-Peak,2.75,11
02/21/2025 10:30:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 10:45:00 PM,Meter #80395501 - Off-Peak,3.05,12.21
02/21/2025 10:45:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 11:00:00 PM,Meter #80395501 - Off-Peak,3.01,12.02
02/21/2025 11:00:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 11:15:00 PM,Meter #80395501 - Off-Peak,2.89,11.56
02/21/2025 11:15:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 11:30:00 PM,Meter #80395501 - Off-Peak,0.99,3.97
02/21/2025 11:30:00 PM,Meter #80395501g - Off-Peak,0,
02/21/2025 11:45:00 PM,Meter #80395501 - Off-Peak,0.94,3.77
02/21/2025 11:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:00:00 AM,Meter #80395501 - Off-Peak,1.19,4.76
02/22/2025 12:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:15:00 AM,Meter #80395501 - Off-Peak,1.32,5.28
02/22/2025 12:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:30:00 AM,Meter #80395501 - Off-Peak,1.28,5.12
02/22/2025 12:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:45:00 AM,Meter #80395501 - Off-Peak,1.28,5.12
02/22/2025 12:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:00:00 AM,Meter #80395501 - Off-Peak,1.1,4.39
02/22/2025 1:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:15:00 AM,Meter #80395501 - Off-Peak,0.93,3.73
02/22/2025 1:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:30:00 AM,Meter #80395501 - Off-Peak,0.95,3.79
02/22/2025 1:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:45:00 AM,Meter #80395501 - Off-Peak,0.94,3.77
02/22/2025 1:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:00:00 AM,Meter #80395501 - Off-Peak,0.95,3.81
02/22/2025 2:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:15:00 AM,Meter #80395501 - Off-Peak,1.02,4.09
02/22/2025 2:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:30:00 AM,Meter #80395501 - Off-Peak,1.31,5.24
02/22/2025 2:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:45:00 AM,Meter #80395501 - Off-Peak,1.27,5.08
02/22/2025 2:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:00:00 AM,Meter #80395501 - Off-Peak,1.26,5.04
02/22/2025 3:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:15:00 AM,Meter #80395501 - Off-Peak,1.15,4.59
02/22/2025 3:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:30:00 AM,Meter #80395501 - Off-Peak,0.9,3.58
02/22/2025 3:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:45:00 AM,Meter #80395501 - Off-Peak,0.92,3.7
02/22/2025 3:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:00:00 AM,Meter #80395501 - Off-Peak,0.91,3.66
02/22/2025 4:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:15:00 AM,Meter #80395501 - Off-Peak,0.91,3.66
02/22/2025 4:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:30:00 AM,Meter #80395501 - Off-Peak,0.93,3.7
02/22/2025 4:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:45:00 AM,Meter #80395501 - Off-Peak,0.95,3.81
02/22/2025 4:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:00:00 AM,Meter #80395501 - Off-Peak,1.29,5.15
02/22/2025 5:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:15:00 AM,Meter #80395501 - Off-Peak,1.32,5.29
02/22/2025 5:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:30:00 AM,Meter #80395501 - Off-Peak,1.26,5.04
02/22/2025 5:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:45:00 AM,Meter #80395501 - Off-Peak,1.27,5.08
02/22/2025 5:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:00:00 AM,Meter #80395501 - Off-Peak,1.17,4.66
02/22/2025 6:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:15:00 AM,Meter #80395501 - Off-Peak,0.94,3.74
02/22/2025 6:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:30:00 AM,Meter #80395501 - Off-Peak,0.93,3.72
02/22/2025 6:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:45:00 AM,Meter #80395501 - Off-Peak,0.94,3.74
02/22/2025 6:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:00:00 AM,Meter #80395501 - Off-Peak,0.92,3.68
02/22/2025 7:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:15:00 AM,Meter #80395501 - Off-Peak,0.93,3.72
02/22/2025 7:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:30:00 AM,Meter #80395501 - Off-Peak,1.18,4.73
02/22/2025 7:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:45:00 AM,Meter #80395501 - Off-Peak,1.25,4.99
02/22/2025 7:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:00:00 AM,Meter #80395501 - Off-Peak,1.27,5.08
02/22/2025 8:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:15:00 AM,Meter #80395501 - Off-Peak,1,4.02
02/22/2025 8:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:30:00 AM,Meter #80395501 - Off-Peak,1,4.01
02/22/2025 8:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:45:00 AM,Meter #80395501 - Off-Peak,1.04,4.14
02/22/2025 8:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:00:00 AM,Meter #80395501 - Off-Peak,1.05,4.18
02/22/2025 9:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:15:00 AM,Meter #80395501 - Off-Peak,1.03,4.12
02/22/2025 9:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:30:00 AM,Meter #80395501 - Off-Peak,1.03,4.14
02/22/2025 9:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:45:00 AM,Meter #80395501 - Off-Peak,1.04,4.17
02/22/2025 9:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:00:00 AM,Meter #80395501 - Off-Peak,1.08,4.34
02/22/2025 10:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:15:00 AM,Meter #80395501 - Off-Peak,0.9,3.59
02/22/2025 10:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:30:00 AM,Meter #80395501 - Off-Peak,0.85,3.42
02/22/2025 10:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:45:00 AM,Meter #80395501 - Off-Peak,0.84,3.38
02/22/2025 10:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:00:00 AM,Meter #80395501 - Off-Peak,0.97,3.88
02/22/2025 11:00:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:15:00 AM,Meter #80395501 - Off-Peak,1.14,4.55
02/22/2025 11:15:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:30:00 AM,Meter #80395501 - Off-Peak,0.86,3.44
02/22/2025 11:30:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:45:00 AM,Meter #80395501 - Off-Peak,0.97,3.89
02/22/2025 11:45:00 AM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:00:00 PM,Meter #80395501 - Off-Peak,0.98,3.92
02/22/2025 12:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:15:00 PM,Meter #80395501 - Off-Peak,0.97,3.88
02/22/2025 12:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:30:00 PM,Meter #80395501 - Off-Peak,1.23,4.91
02/22/2025 12:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 12:45:00 PM,Meter #80395501 - Off-Peak,0.98,3.92
02/22/2025 12:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:00:00 PM,Meter #80395501 - Off-Peak,0.92,3.68
02/22/2025 1:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:15:00 PM,Meter #80395501 - Off-Peak,0.92,3.69
02/22/2025 1:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:30:00 PM,Meter #80395501 - Off-Peak,0.92,3.68
02/22/2025 1:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 1:45:00 PM,Meter #80395501 - Off-Peak,0.94,3.74
02/22/2025 1:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:00:00 PM,Meter #80395501 - Off-Peak,0.93,3.73
02/22/2025 2:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:15:00 PM,Meter #80395501 - Off-Peak,0.91,3.64
02/22/2025 2:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:30:00 PM,Meter #80395501 - Off-Peak,0.88,3.5
02/22/2025 2:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 2:45:00 PM,Meter #80395501 - Off-Peak,0.82,3.27
02/22/2025 2:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:00:00 PM,Meter #80395501 - Off-Peak,0.82,3.28
02/22/2025 3:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:15:00 PM,Meter #80395501 - Off-Peak,0.8,3.18
02/22/2025 3:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:30:00 PM,Meter #80395501 - Off-Peak,0.79,3.17
02/22/2025 3:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 3:45:00 PM,Meter #80395501 - Off-Peak,0.8,3.19
02/22/2025 3:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:00:00 PM,Meter #80395501 - Off-Peak,0.82,3.29
02/22/2025 4:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:15:00 PM,Meter #80395501 - Off-Peak,0.81,3.22
02/22/2025 4:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:30:00 PM,Meter #80395501 - Off-Peak,0.85,3.42
02/22/2025 4:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 4:45:00 PM,Meter #80395501 - Off-Peak,0.87,3.48
02/22/2025 4:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:00:00 PM,Meter #80395501 - Off-Peak,0.9,3.58
02/22/2025 5:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:15:00 PM,Meter #80395501 - Off-Peak,0.86,3.44
02/22/2025 5:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:30:00 PM,Meter #80395501 - Off-Peak,0.85,3.39
02/22/2025 5:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 5:45:00 PM,Meter #80395501 - Off-Peak,0.88,3.54
02/22/2025 5:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:00:00 PM,Meter #80395501 - Off-Peak,0.89,3.58
02/22/2025 6:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:15:00 PM,Meter #80395501 - Off-Peak,0.88,3.51
02/22/2025 6:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:30:00 PM,Meter #80395501 - Off-Peak,0.88,3.52
02/22/2025 6:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 6:45:00 PM,Meter #80395501 - Off-Peak,0.85,3.4
02/22/2025 6:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:00:00 PM,Meter #80395501 - Off-Peak,0.86,3.42
02/22/2025 7:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:15:00 PM,Meter #80395501 - Off-Peak,0.87,3.47
02/22/2025 7:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:30:00 PM,Meter #80395501 - Off-Peak,1.19,4.76
02/22/2025 7:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 7:45:00 PM,Meter #80395501 - Off-Peak,0.93,3.73
02/22/2025 7:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:00:00 PM,Meter #80395501 - Off-Peak,0.92,3.67
02/22/2025 8:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:15:00 PM,Meter #80395501 - Off-Peak,0.98,3.9
02/22/2025 8:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:30:00 PM,Meter #80395501 - Off-Peak,1.21,4.84
02/22/2025 8:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 8:45:00 PM,Meter #80395501 - Off-Peak,1.28,5.11
02/22/2025 8:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:00:00 PM,Meter #80395501 - Off-Peak,1.16,4.64
02/22/2025 9:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:15:00 PM,Meter #80395501 - Off-Peak,0.95,3.82
02/22/2025 9:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:30:00 PM,Meter #80395501 - Off-Peak,1,3.99
02/22/2025 9:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 9:45:00 PM,Meter #80395501 - Off-Peak,1.29,5.14
02/22/2025 9:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:00:00 PM,Meter #80395501 - Off-Peak,3.01,12.03
02/22/2025 10:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:15:00 PM,Meter #80395501 - Off-Peak,2.85,11.41
02/22/2025 10:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:30:00 PM,Meter #80395501 - Off-Peak,2.8,11.21
02/22/2025 10:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 10:45:00 PM,Meter #80395501 - Off-Peak,1.94,7.77
02/22/2025 10:45:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:00:00 PM,Meter #80395501 - Off-Peak,0.85,3.39
02/22/2025 11:00:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:15:00 PM,Meter #80395501 - Off-Peak,1.06,4.26
02/22/2025 11:15:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:30:00 PM,Meter #80395501 - Off-Peak,1.05,4.22
02/22/2025 11:30:00 PM,Meter #80395501g - Off-Peak,0,
02/22/2025 11:45:00 PM,Meter #80395501 - Off-Peak,0.86,3.42
02/22/2025 11:45:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:00:00 AM,Meter #80395501 - Off-Peak,0.83,3.33
02/23/2025 12:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:15:00 AM,Meter #80395501 - Off-Peak,0.85,3.42
02/23/2025 12:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:30:00 AM,Meter #80395501 - Off-Peak,1.1,4.4
02/23/2025 12:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:45:00 AM,Meter #80395501 - Off-Peak,0.92,3.68
02/23/2025 12:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:00:00 AM,Meter #80395501 - Off-Peak,1.08,4.31
02/23/2025 1:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:15:00 AM,Meter #80395501 - Off-Peak,1.25,4.99
02/23/2025 1:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:30:00 AM,Meter #80395501 - Off-Peak,1.24,4.97
02/23/2025 1:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:45:00 AM,Meter #80395501 - Off-Peak,0.85,3.39
02/23/2025 1:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:00:00 AM,Meter #80395501 - Off-Peak,0.83,3.34
02/23/2025 2:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:15:00 AM,Meter #80395501 - Off-Peak,0.84,3.37
02/23/2025 2:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:30:00 AM,Meter #80395501 - Off-Peak,0.92,3.67
02/23/2025 2:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:45:00 AM,Meter #80395501 - Off-Peak,1.05,4.2
02/23/2025 2:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 3:00:00 AM,Meter #80395501 - Off-Peak,0.91,3.64
02/23/2025 3:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 3:15:00 AM,Meter #80395501 - Off-Peak,1.19,4.75
02/23/2025 3:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 3:30:00 AM,Meter #80395501 - Off-Peak,1.29,5.14
02/23/2025 3:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 3:45:00 AM,Meter #80395501 - Off-Peak,0.96,3.83
02/23/2025 3:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 4:00:00 AM,Meter #80395501 - Off-Peak,0.78,3.12
02/23/2025 4:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 4:15:00 AM,Meter #80395501 - Off-Peak,0.77,3.08
02/23/2025 4:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 4:30:00 AM,Meter #80395501 - Off-Peak,0.73,2.91
02/23/2025 4:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 4:45:00 AM,Meter #80395501 - Off-Peak,0.73,2.9
02/23/2025 4:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 5:00:00 AM,Meter #80395501 - Off-Peak,0.81,3.25
02/23/2025 5:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 5:15:00 AM,Meter #80395501 - Off-Peak,0.92,3.7
02/23/2025 5:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 5:30:00 AM,Meter #80395501 - Off-Peak,0.93,3.72
02/23/2025 5:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 5:45:00 AM,Meter #80395501 - Off-Peak,0.95,3.8
02/23/2025 5:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 6:00:00 AM,Meter #80395501 - Off-Peak,0.93,3.72
02/23/2025 6:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 6:15:00 AM,Meter #80395501 - Off-Peak,1.14,4.54
02/23/2025 6:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 6:30:00 AM,Meter #80395501 - Off-Peak,1.09,4.38
02/23/2025 6:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 6:45:00 AM,Meter #80395501 - Off-Peak,1.1,4.38
02/23/2025 6:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 7:00:00 AM,Meter #80395501 - Off-Peak,0.77,3.09
02/23/2025 7:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 7:15:00 AM,Meter #80395501 - Off-Peak,0.76,3.03
02/23/2025 7:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 7:30:00 AM,Meter #80395501 - Off-Peak,0.76,3.04
02/23/2025 7:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 7:45:00 AM,Meter #80395501 - Off-Peak,0.74,2.95
02/23/2025 7:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 8:00:00 AM,Meter #80395501 - Off-Peak,0.72,2.87
02/23/2025 8:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 8:15:00 AM,Meter #80395501 - Off-Peak,0.71,2.86
02/23/2025 8:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 8:30:00 AM,Meter #80395501 - Off-Peak,0.74,2.94
02/23/2025 8:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 8:45:00 AM,Meter #80395501 - Off-Peak,0.77,3.09
02/23/2025 8:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 9:00:00 AM,Meter #80395501 - Off-Peak,0.79,3.16
02/23/2025 9:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 9:15:00 AM,Meter #80395501 - Off-Peak,0.83,3.32
02/23/2025 9:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 9:30:00 AM,Meter #80395501 - Off-Peak,0.83,3.32
02/23/2025 9:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 9:45:00 AM,Meter #80395501 - Off-Peak,1.01,4.04
02/23/2025 9:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 10:00:00 AM,Meter #80395501 - Off-Peak,0.85,3.4
02/23/2025 10:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 10:15:00 AM,Meter #80395501 - Off-Peak,0.81,3.24
02/23/2025 10:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 10:30:00 AM,Meter #80395501 - Off-Peak,0.82,3.3
02/23/2025 10:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 10:45:00 AM,Meter #80395501 - Off-Peak,0.84,3.35
02/23/2025 10:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 11:00:00 AM,Meter #80395501 - Off-Peak,0.95,3.79
02/23/2025 11:00:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 11:15:00 AM,Meter #80395501 - Off-Peak,0.89,3.57
02/23/2025 11:15:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 11:30:00 AM,Meter #80395501 - Off-Peak,0.88,3.54
02/23/2025 11:30:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 11:45:00 AM,Meter #80395501 - Off-Peak,0.86,3.44
02/23/2025 11:45:00 AM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:00:00 PM,Meter #80395501 - Off-Peak,0.79,3.18
02/23/2025 12:00:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:15:00 PM,Meter #80395501 - Off-Peak,0.78,3.13
02/23/2025 12:15:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:30:00 PM,Meter #80395501 - Off-Peak,0.79,3.16
02/23/2025 12:30:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 12:45:00 PM,Meter #80395501 - Off-Peak,0.83,3.34
02/23/2025 12:45:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:00:00 PM,Meter #80395501 - Off-Peak,0.82,3.27
02/23/2025 1:00:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:15:00 PM,Meter #80395501 - Off-Peak,0.81,3.23
02/23/2025 1:15:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:30:00 PM,Meter #80395501 - Off-Peak,0.6,2.39
02/23/2025 1:30:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 1:45:00 PM,Meter #80395501 - Off-Peak,0.32,1.27
02/23/2025 1:45:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:00:00 PM,Meter #80395501 - Off-Peak,0.3,1.19
02/23/2025 2:00:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:15:00 PM,Meter #80395501 - Off-Peak,0.3,1.18
02/23/2025 2:15:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:30:00 PM,Meter #80395501 - Off-Peak,0.51,2.04
02/23/2025 2:30:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 2:45:00 PM,Meter #80395501 - Off-Peak,0.53,2.14
02/23/2025 2:45:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 3:00:00 PM,Meter #80395501 - Off-Peak,0.31,1.24
02/23/2025 3:00:00 PM,Meter #80395501g - Off-Peak,0,
02/23/2025 3:15:00 PM,Meter #80395501 - Off-Peak,0.53,2.13
02/23/2025 3:15:00 PM,Meter #80395501g - Off-Peak,0,
