Start,Meter,kWh,kW
02/14/2025 11:30:00 AM,Meter #80395501g - Off-Peak,0,
02/14/2025 11:45:00 AM,Meter #80395501 - Off-Peak,0.83,3.3
02/14/2025 11:45:00 AM,Meter #80395501g - Off-Peak,0,
02/14/2025 12:00:00 PM,Meter #80395501 - Off-Peak,0.83,3.33
02/14/2025 12:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 12:15:00 PM,Meter #80395501 - Off-Peak,0.89,3.56
02/14/2025 12:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 12:30:00 PM,Meter #80395501 - Off-Peak,1.28,5.12
02/14/2025 12:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 12:45:00 PM,Meter #80395501 - Off-Peak,1.16,4.62
02/14/2025 12:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 1:00:00 PM,Meter #80395501 - Off-Peak,1.14,4.55
02/14/2025 1:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 1:15:00 PM,Meter #80395501 - Off-Peak,0.98,3.94
02/14/2025 1:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 1:30:00 PM,Meter #80395501 - Off-Peak,0.89,3.56
02/14/2025 1:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 1:45:00 PM,Meter #80395501 - Off-Peak,1.19,4.75
02/14/2025 1:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 2:00:00 PM,Meter #80395501 - Off-Peak,1.02,4.08
02/14/2025 2:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 2:15:00 PM,Meter #80395501 - Off-Peak,1.13,4.5
02/14/2025 2:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 2:30:00 PM,Meter #80395501 - Off-Peak,0.83,3.33
02/14/2025 2:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 2:45:00 PM,Meter #80395501 - Off-Peak,1.01,4.05
02/14/2025 2:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 3:00:00 PM,Meter #80395501 - On-Peak,1,4.01
02/14/2025 3:00:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 3:15:00 PM,Meter #80395501 - On-Peak,0.94,3.78
02/14/2025 3:15:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 3:30:00 PM,Meter #80395501 - On-Peak,0.8,3.19
02/14/2025 3:30:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 3:45:00 PM,Meter #80395501 - On-Peak,0.81,3.23
02/14/2025 3:45:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 4:00:00 PM,Meter #80395501 - On-Peak,0.79,3.16
02/14/2025 4:00:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 4:15:00 PM,Meter #80395501 - On-Peak,0.83,3.31
02/14/2025 4:15:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 4:30:00 PM,Meter #80395501 - On-Peak,0.84,3.37
02/14/2025 4:30:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 4:45:00 PM,Meter #80395501 - On-Peak,1.1,4.39
02/14/2025 4:45:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 5:00:00 PM,Meter #80395501 - On-Peak,0.8,3.18
02/14/2025 5:00:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 5:15:00 PM,Meter #80395501 - On-Peak,0.69,2.75
02/14/2025 5:15:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 5:30:00 PM,Meter #80395501 - On-Peak,0.74,2.95
02/14/2025 5:30:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 5:45:00 PM,Meter #80395501 - On-Peak,0.8,3.2
02/14/2025 5:45:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 6:00:00 PM,Meter #80395501 - On-Peak,1.07,4.27
02/14/2025 6:00:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 6:15:00 PM,Meter #80395501 - On-Peak,1.03,4.12
02/14/2025 6:15:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 6:30:00 PM,Meter #80395501 - On-Peak,0.72,2.88
02/14/2025 6:30:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 6:45:00 PM,Meter #80395501 - On-Peak,0.73,2.91
02/14/2025 6:45:00 PM,Meter #80395501g - On-Peak,0,
02/14/2025 7:00:00 PM,Meter #80395501 - Off-Peak,0.73,2.94
02/14/2025 7:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 7:15:00 PM,Meter #80395501 - Off-Peak,1.19,4.77
02/14/2025 7:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 7:30:00 PM,Meter #80395501 - Off-Peak,0.84,3.36
02/14/2025 7:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 7:45:00 PM,Meter #80395501 - Off-Peak,0.76,3.05
02/14/2025 7:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 8:00:00 PM,Meter #80395501 - Off-Peak,0.76,3.03
02/14/2025 8:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 8:15:00 PM,Meter #80395501 - Off-Peak,0.89,3.57
02/14/2025 8:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 8:30:00 PM,Meter #80395501 - Off-Peak,1.02,4.09
02/14/2025 8:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 8:45:00 PM,Meter #80395501 - Off-Peak,0.75,3.02
02/14/2025 8:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 9:00:00 PM,Meter #80395501 - Off-Peak,0.73,2.93
02/14/2025 9:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 9:15:00 PM,Meter #80395501 - Off-Peak,0.73,2.93
02/14/2025 9:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 9:30:00 PM,Meter #80395501 - Off-Peak,0.92,3.68
02/14/2025 9:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 9:45:00 PM,Meter #80395501 - Off-Peak,1.05,4.19
02/14/2025 9:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 10:00:00 PM,Meter #80395501 - Off-Peak,2.6,10.41
02/14/2025 10:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 10:15:00 PM,Meter #80395501 - Off-Peak,2.68,10.73
02/14/2025 10:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 10:30:00 PM,Meter #80395501 - Off-Peak,2.68,10.71
02/14/2025 10:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 10:45:00 PM,Meter #80395501 - Off-Peak,2.77,11.09
02/14/2025 10:45:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 11:00:00 PM,Meter #80395501 - Off-Peak,2.96,11.83
02/14/2025 11:00:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 11:15:00 PM,Meter #80395501 - Off-Peak,2.82,11.28
02/14/2025 11:15:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 11:30:00 PM,Meter #80395501 - Off-Peak,2.69,10.78
02/14/2025 11:30:00 PM,Meter #80395501g - Off-Peak,0,
02/14/2025 11:45:00 PM,Meter #80395501 - Off-Peak,3.23,12.92
02/14/2025 11:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:00:00 AM,Meter #80395501 - Off-Peak,1.45,5.78
02/15/2025 12:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:15:00 AM,Meter #80395501 - Off-Peak,0.89,3.55
02/15/2025 12:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:30:00 AM,Meter #80395501 - Off-Peak,0.98,3.9
02/15/2025 12:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:45:00 AM,Meter #80395501 - Off-Peak,0.96,3.84
02/15/2025 12:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:00:00 AM,Meter #80395501 - Off-Peak,1.22,4.86
02/15/2025 1:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:15:00 AM,Meter #80395501 - Off-Peak,1.09,4.35
02/15/2025 1:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:30:00 AM,Meter #80395501 - Off-Peak,0.97,3.87
02/15/2025 1:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:45:00 AM,Meter #80395501 - Off-Peak,1.15,4.6
02/15/2025 1:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:00:00 AM,Meter #80395501 - Off-Peak,1.16,4.65
02/15/2025 2:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:15:00 AM,Meter #80395501 - Off-Peak,0.98,3.93
02/15/2025 2:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:30:00 AM,Meter #80395501 - Off-Peak,0.71,2.83
02/15/2025 2:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:45:00 AM,Meter #80395501 - Off-Peak,0.72,2.89
02/15/2025 2:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:00:00 AM,Meter #80395501 - Off-Peak,0.73,2.93
02/15/2025 3:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:15:00 AM,Meter #80395501 - Off-Peak,0.73,2.92
02/15/2025 3:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:30:00 AM,Meter #80395501 - Off-Peak,0.73,2.94
02/15/2025 3:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:45:00 AM,Meter #80395501 - Off-Peak,0.89,3.55
02/15/2025 3:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:00:00 AM,Meter #80395501 - Off-Peak,1.07,4.28
02/15/2025 4:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:15:00 AM,Meter #80395501 - Off-Peak,1.07,4.27
02/15/2025 4:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:30:00 AM,Meter #80395501 - Off-Peak,0.7,2.81
02/15/2025 4:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:45:00 AM,Meter #80395501 - Off-Peak,0.88,3.53
02/15/2025 4:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:00:00 AM,Meter #80395501 - Off-Peak,0.93,3.72
02/15/2025 5:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:15:00 AM,Meter #80395501 - Off-Peak,0.91,3.63
02/15/2025 5:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:30:00 AM,Meter #80395501 - Off-Peak,0.92,3.68
02/15/2025 5:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:45:00 AM,Meter #80395501 - Off-Peak,0.92,3.68
02/15/2025 5:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:00:00 AM,Meter #80395501 - Off-Peak,1.13,4.52
02/15/2025 6:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:15:00 AM,Meter #80395501 - Off-Peak,1.25,4.99
02/15/2025 6:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:30:00 AM,Meter #80395501 - Off-Peak,1.08,4.31
02/15/2025 6:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:45:00 AM,Meter #80395501 - Off-Peak,0.95,3.79
02/15/2025 6:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:00:00 AM,Meter #80395501 - Off-Peak,0.73,2.9
02/15/2025 7:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:15:00 AM,Meter #80395501 - Off-Peak,0.76,3.04
02/15/2025 7:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:30:00 AM,Meter #80395501 - Off-Peak,0.77,3.07
02/15/2025 7:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:45:00 AM,Meter #80395501 - Off-Peak,0.97,3.86
02/15/2025 7:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:00:00 AM,Meter #80395501 - Off-Peak,0.95,3.81
02/15/2025 8:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:15:00 AM,Meter #80395501 - Off-Peak,1.07,4.28
02/15/2025 8:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:30:00 AM,Meter #80395501 - Off-Peak,1.16,4.63
02/15/2025 8:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:45:00 AM,Meter #80395501 - Off-Peak,1.23,4.93
02/15/2025 8:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:00:00 AM,Meter #80395501 - Off-Peak,1.44,5.76
02/15/2025 9:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:15:00 AM,Meter #80395501 - Off-Peak,1.08,4.32
02/15/2025 9:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:30:00 AM,Meter #80395501 - Off-Peak,0.91,3.63
02/15/2025 9:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:45:00 AM,Meter #80395501 - Off-Peak,0.93,3.7
02/15/2025 9:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:00:00 AM,Meter #80395501 - Off-Peak,1.15,4.6
02/15/2025 10:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:15:00 AM,Meter #80395501 - Off-Peak,1.19,4.76
02/15/2025 10:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:30:00 AM,Meter #80395501 - Off-Peak,0.94,3.78
02/15/2025 10:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:45:00 AM,Meter #80395501 - Off-Peak,0.94,3.75
02/15/2025 10:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 11:00:00 AM,Meter #80395501 - Off-Peak,0.97,3.9
02/15/2025 11:00:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 11:15:00 AM,Meter #80395501 - Off-Peak,1.18,4.7
02/15/2025 11:15:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 11:30:00 AM,Meter #80395501 - Off-Peak,0.93,3.7
02/15/2025 11:30:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 11:45:00 AM,Meter #80395501 - Off-Peak,0.86,3.43
02/15/2025 11:45:00 AM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:00:00 PM,Meter #80395501 - Off-Peak,0.99,3.95
02/15/2025 12:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:15:00 PM,Meter #80395501 - Off-Peak,0.82,3.3
02/15/2025 12:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:30:00 PM,Meter #80395501 - Off-Peak,1.06,4.25
02/15/2025 12:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 12:45:00 PM,Meter #80395501 - Off-Peak,0.76,3.03
02/15/2025 12:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:00:00 PM,Meter #80395501 - Off-Peak,0.74,2.95
02/15/2025 1:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:15:00 PM,Meter #80395501 - Off-Peak,0.73,2.93
02/15/2025 1:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:30:00 PM,Meter #80395501 - Off-Peak,0.71,2.84
02/15/2025 1:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 1:45:00 PM,Meter #80395501 - Off-Peak,0.94,3.77
02/15/2025 1:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:00:00 PM,Meter #80395501 - Off-Peak,1,4.01
02/15/2025 2:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:15:00 PM,Meter #80395501 - Off-Peak,0.72,2.89
02/15/2025 2:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:30:00 PM,Meter #80395501 - Off-Peak,0.72,2.9
02/15/2025 2:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 2:45:00 PM,Meter #80395501 - Off-Peak,0.76,3.04
02/15/2025 2:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:00:00 PM,Meter #80395501 - Off-Peak,0.77,3.08
02/15/2025 3:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:15:00 PM,Meter #80395501 - Off-Peak,1.09,4.37
02/15/2025 3:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:30:00 PM,Meter #80395501 - Off-Peak,0.86,3.43
02/15/2025 3:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 3:45:00 PM,Meter #80395501 - Off-Peak,0.7,2.8
02/15/2025 3:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:00:00 PM,Meter #80395501 - Off-Peak,0.71,2.85
02/15/2025 4:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:15:00 PM,Meter #80395501 - Off-Peak,0.72,2.88
02/15/2025 4:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:30:00 PM,Meter #80395501 - Off-Peak,0.72,2.9
02/15/2025 4:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 4:45:00 PM,Meter #80395501 - Off-Peak,0.99,3.95
02/15/2025 4:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:00:00 PM,Meter #80395501 - Off-Peak,1,4.01
02/15/2025 5:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:15:00 PM,Meter #80395501 - Off-Peak,0.76,3.06
02/15/2025 5:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:30:00 PM,Meter #80395501 - Off-Peak,0.98,3.9
02/15/2025 5:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 5:45:00 PM,Meter #80395501 - Off-Peak,0.85,3.41
02/15/2025 5:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:00:00 PM,Meter #80395501 - Off-Peak,0.76,3.03
02/15/2025 6:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:15:00 PM,Meter #80395501 - Off-Peak,0.79,3.14
02/15/2025 6:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:30:00 PM,Meter #80395501 - Off-Peak,0.64,2.54
02/15/2025 6:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 6:45:00 PM,Meter #80395501 - Off-Peak,0.91,3.65
02/15/2025 6:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:00:00 PM,Meter #80395501 - Off-Peak,1.18,4.74
02/15/2025 7:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:15:00 PM,Meter #80395501 - Off-Peak,1.01,4.05
02/15/2025 7:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:30:00 PM,Meter #80395501 - Off-Peak,0.95,3.81
02/15/2025 7:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 7:45:00 PM,Meter #80395501 - Off-Peak,0.94,3.76
02/15/2025 7:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:00:00 PM,Meter #80395501 - Off-Peak,0.93,3.73
02/15/2025 8:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:15:00 PM,Meter #80395501 - Off-Peak,0.3,1.22
02/15/2025 8:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:30:00 PM,Meter #80395501 - Off-Peak,0.21,0.85
02/15/2025 8:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 8:45:00 PM,Meter #80395501 - Off-Peak,0.33,1.32
02/15/2025 8:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:00:00 PM,Meter #80395501 - Off-Peak,0.74,2.94
02/15/2025 9:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:15:00 PM,Meter #80395501 - Off-Peak,0.78,3.14
02/15/2025 9:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:30:00 PM,Meter #80395501 - Off-Peak,0.47,1.89
02/15/2025 9:30:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 9:45:00 PM,Meter #80395501 - Off-Peak,0.94,3.75
02/15/2025 9:45:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:00:00 PM,Meter #80395501 - Off-Peak,3.05,12.18
02/15/2025 10:00:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:15:00 PM,Meter #80395501 - Off-Peak,2.78,11.12
02/15/2025 10:15:00 PM,Meter #80395501g - Off-Peak,0,
02/15/2025 10:30:00 PM,Meter #80395501 - Off-Peak,2.8,11.19
